Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
27.07.2021;28.07.2021;175.137,00;145.439,25;4.178,75
28.07.2021;29.07.2021;176.590,25;150.833,25;9.001,75
29.07.2021;30.07.2021;172.850,25;130.292,00;15.610,75
30.07.2021;31.07.2021;167.210,50;129.889,00;9.911,75
31.07.2021;01.08.2021;136.603,75;98.208,75;17.061,75
01.08.2021;02.08.2021;123.961,25;101.655,25;11.388,25
02.08.2021;03.08.2021;160.528,75;129.855,00;8.107,00
03.08.2021;04.08.2021;163.267,00;137.904,75;4.570,25
04.08.2021;05.08.2021;161.529,25;141.474,50;1.598,25
05.08.2021;06.08.2021;159.838,75;131.647,75;4.834,25
06.08.2021;07.08.2021;158.995,75;122.802,25;7.864,50
07.08.2021;08.08.2021;128.850,75;109.664,00;6.029,25
08.08.2021;09.08.2021;116.017,25;79.075,50;15.079,75
09.08.2021;10.08.2021;148.697,50;113.692,50;8.123,00
10.08.2021;11.08.2021;152.669,00;120.693,75;7.536,00
11.08.2021;12.08.2021;154.388,75;122.307,00;6.024,00
12.08.2021;13.08.2021;154.245,50;120.629,75;5.492,75
13.08.2021;14.08.2021;154.309,25;119.446,75;5.978,00
14.08.2021;15.08.2021;128.844,25;94.086,50;8.503,50
15.08.2021;16.08.2021;118.622,25;90.570,00;9.665,00
16.08.2021;17.08.2021;156.243,25;121.816,50;7.872,75
17.08.2021;18.08.2021;155.036,50;122.368,50;10.393,75
18.08.2021;19.08.2021;155.805,75;131.360,50;7.329,50
19.08.2021;20.08.2021;155.560,00;134.282,00;6.788,00
20.08.2021;21.08.2021;148.383,25;118.413,25;4.965,00
21.08.2021;22.08.2021;120.810,75;87.239,50;4.506,75
22.08.2021;23.08.2021;115.220,75;95.282,75;6.584,75
23.08.2021;24.08.2021;155.819,25;130.967,00;6.358,50
24.08.2021;25.08.2021;163.122,50;134.530,00;7.508,25
25.08.2021;26.08.2021;164.206,25;124.722,50;9.627,00
26.08.2021;27.08.2021;165.369,75;141.467,25;6.332,00
27.08.2021;28.08.2021;159.958,00;134.074,00;6.304,50
28.08.2021;29.08.2021;131.240,50;114.332,50;4.241,00
29.08.2021;30.08.2021;122.491,50;109.426,50;6.994,50
30.08.2021;31.08.2021;165.402,25;145.082,25;6.019,50
31.08.2021;01.09.2021;170.082,00;149.393,00;6.273,00
01.09.2021;02.09.2021;167.455,50;132.920,00;7.039,25
02.09.2021;03.09.2021;163.264,00;120.783,00;4.443,00
03.09.2021;04.09.2021;160.136,75;122.427,75;4.975,50
04.09.2021;05.09.2021;129.692,25;97.040,25;8.829,00
05.09.2021;06.09.2021;118.155,00;85.926,75;14.201,50
06.09.2021;07.09.2021;162.359,00;129.736,50;4.661,75
07.09.2021;08.09.2021;167.682,50;138.828,00;3.985,25
08.09.2021;09.09.2021;171.253,25;133.859,00;7.738,75
09.09.2021;10.09.2021;171.223,00;141.616,50;6.484,00
10.09.2021;11.09.2021;168.015,75;142.941,75;5.361,00
11.09.2021;12.09.2021;135.971,00;115.812,25;6.660,00
12.09.2021;13.09.2021;122.644,25;95.179,50;14.196,25
13.09.2021;14.09.2021;168.231,00;139.432,75;4.357,25
14.09.2021;15.09.2021;174.642,00;149.009,75;3.261,25
15.09.2021;16.09.2021;180.025,25;163.402,75;5.943,75
16.09.2021;17.09.2021;176.718,00;163.089,75;5.372,50
17.09.2021;18.09.2021;167.767,75;147.273,00;5.565,25
18.09.2021;19.09.2021;135.123,25;104.484,00;10.367,25
19.09.2021;20.09.2021;123.311,25;99.448,50;12.998,25
20.09.2021;21.09.2021;168.380,25;156.294,75;7.120,25
21.09.2021;22.09.2021;173.653,00;152.369,50;12.169,00
22.09.2021;23.09.2021;171.612,75;144.943,75;9.805,50
23.09.2021;24.09.2021;174.356,75;136.734,00;14.614,00
24.09.2021;25.09.2021;168.725,00;135.634,00;10.962,00
25.09.2021;26.09.2021;135.884,50;108.922,00;10.794,00
26.09.2021;27.09.2021;125.878,25;109.329,75;12.586,00
27.09.2021;28.09.2021;170.583,00;149.377,75;10.072,00
28.09.2021;29.09.2021;174.035,25;150.395,50;7.791,50
29.09.2021;30.09.2021;178.076,75;147.106,25;10.485,00
30.09.2021;01.10.2021;174.336,00;144.414,25;13.677,25
01.10.2021;02.10.2021;169.482,75;138.205,00;11.694,50
02.10.2021;03.10.2021;134.480,75;102.157,00;10.531,25
03.10.2021;04.10.2021;128.324,00;104.584,75;19.091,75
04.10.2021;05.10.2021;175.519,75;167.104,75;7.190,50
05.10.2021;06.10.2021;180.145,75;164.319,75;7.791,50
06.10.2021;07.10.2021;182.054,00;155.307,50;10.876,50
07.10.2021;08.10.2021;180.527,00;166.465,00;5.247,50
08.10.2021;09.10.2021;176.481,00;148.982,00;9.119,00
09.10.2021;10.10.2021;142.664,75;102.724,25;14.185,25
10.10.2021;11.10.2021;131.333,75;103.377,50;10.982,25
11.10.2021;12.10.2021;180.474,00;160.934,75;7.006,00
12.10.2021;13.10.2021;188.102,00;174.935,50;6.787,75
13.10.2021;14.10.2021;187.644,50;170.385,25;7.276,50
14.10.2021;15.10.2021;184.645,00;163.411,75;5.496,00
15.10.2021;16.10.2021;181.541,25;157.565,75;8.434,00
16.10.2021;17.10.2021;147.503,75;131.362,75;6.982,50
17.10.2021;18.10.2021;137.227,00;124.176,50;10.280,25
18.10.2021;19.10.2021;183.067,00;170.096,25;8.559,50
19.10.2021;20.10.2021;190.093,00;170.603,00;6.292,75
20.10.2021;21.10.2021;191.854,50;157.732,50;11.530,75
21.10.2021;22.10.2021;186.082,25;144.842,00;9.802,75
22.10.2021;23.10.2021;186.511,00;153.764,00;13.890,50
23.10.2021;24.10.2021;150.690,75;129.660,50;8.236,75
24.10.2021;25.10.2021;139.569,75;107.178,25;18.435,25
25.10.2021;26.10.2021;183.839,50;166.342,25;7.069,50
26.10.2021;27.10.2021;189.424,50;173.786,75;7.061,75
27.10.2021;28.10.2021;187.101,25;167.751,50;6.923,50
28.10.2021;29.10.2021;186.368,50;170.276,25;12.688,25
29.10.2021;30.10.2021;181.870,75;168.882,75;13.232,75
30.10.2021;31.10.2021;151.302,50;137.856,75;12.169,00
31.10.2021;01.11.2021;133.897,00;106.615,00;17.935,00
01.11.2021;02.11.2021;136.066,25;121.104,50;10.610,75
02.11.2021;03.11.2021;181.897,50;163.768,75;7.490,75
03.11.2021;04.11.2021;189.279,25;178.154,00;6.606,75
04.11.2021;05.11.2021;193.610,00;176.280,50;10.793,25
05.11.2021;06.11.2021;191.051,75;182.028,75;7.252,75
06.11.2021;07.11.2021;158.087,00;146.944,25;9.399,75
07.11.2021;08.11.2021;146.206,25;122.244,25;22.500,50
08.11.2021;09.11.2021;189.451,75;175.976,25;7.224,25
09.11.2021;10.11.2021;196.043,75;169.510,00;14.498,50
10.11.2021;11.11.2021;196.581,50;186.684,50;7.449,25
11.11.2021;12.11.2021;195.947,00;185.577,75;4.260,75
12.11.2021;13.11.2021;194.583,75;188.241,50;6.830,25
13.11.2021;14.11.2021;159.748,75;151.712,25;7.350,25
14.11.2021;15.11.2021;143.460,25;133.060,25;6.635,75
15.11.2021;16.11.2021;194.518,50;185.325,50;9.820,50
16.11.2021;17.11.2021;200.392,25;198.879,50;10.745,75
17.11.2021;18.11.2021;202.108,00;196.148,00;12.020,00
18.11.2021;19.11.2021;198.843,50;190.285,00;16.880,50
19.11.2021;20.11.2021;192.949,00;183.139,50;12.059,75
20.11.2021;21.11.2021;159.883,25;155.249,25;18.820,25
21.11.2021;22.11.2021;147.777,50;140.792,75;14.653,00
22.11.2021;23.11.2021;196.589,50;182.671,25;12.382,00
23.11.2021;24.11.2021;201.575,00;180.328,25;10.941,75
24.11.2021;25.11.2021;203.576,00;189.573,25;8.788,25
25.11.2021;26.11.2021;205.214,00;203.072,25;9.620,25
26.11.2021;27.11.2021;201.694,75;193.770,50;16.350,75
27.11.2021;28.11.2021;169.094,50;156.065,50;9.716,00
28.11.2021;29.11.2021;156.298,50;151.899,75;12.965,75
29.11.2021;30.11.2021;204.033,25;191.515,25;12.281,00
30.11.2021;01.12.2021;215.055,50;183.288,25;16.820,75
01.12.2021;02.12.2021;208.691,75;172.509,25;17.718,50
02.12.2021;03.12.2021;208.936,00;192.072,50;8.060,75
03.12.2021;04.12.2021;201.748,50;183.011,75;16.548,25
04.12.2021;05.12.2021;166.350,75;144.344,25;8.928,50
05.12.2021;06.12.2021;150.079,50;136.586,00;17.302,75
06.12.2021;07.12.2021;199.309,00;193.080,00;9.748,75
07.12.2021;08.12.2021;202.543,75;178.033,75;11.925,25
08.12.2021;09.12.2021;205.214,25;197.465,75;13.099,00
09.12.2021;10.12.2021;202.322,25;192.207,25;10.068,75
10.12.2021;11.12.2021;200.659,50;186.957,75;9.923,50
11.12.2021;12.12.2021;165.522,00;156.927,25;9.039,50
12.12.2021;13.12.2021;153.346,25;140.570,25;19.477,25
13.12.2021;14.12.2021;193.842,00;187.523,00;8.196,25
14.12.2021;15.12.2021;197.529,00;192.835,75;13.991,75
15.12.2021;16.12.2021;199.260,75;197.335,75;13.450,75
16.12.2021;17.12.2021;197.744,50;193.031,75;12.252,25
17.12.2021;18.12.2021;188.794,00;178.064,75;7.872,75
18.12.2021;19.12.2021;161.045,25;154.171,75;6.518,75
19.12.2021;20.12.2021;154.629,00;148.599,25;24.537,00
20.12.2021;21.12.2021;189.330,75;179.967,75;7.674,00
21.12.2021;22.12.2021;192.128,00;176.626,00;8.946,00
22.12.2021;23.12.2021;188.328,75;175.635,75;10.996,75
23.12.2021;24.12.2021;175.860,25;152.372,75;13.497,25
24.12.2021;25.12.2021;145.125,00;121.289,75;17.600,75
25.12.2021;26.12.2021;130.374,50;123.099,75;9.373,75
26.12.2021;27.12.2021;130.664,75;124.669,00;11.965,50
27.12.2021;28.12.2021;146.664,25;133.702,50;12.373,00
28.12.2021;29.12.2021;148.256,00;119.950,25;14.789,75
29.12.2021;30.12.2021;145.564,50;119.258,75;11.554,00
30.12.2021;31.12.2021;142.163,75;113.912,50;17.664,75
31.12.2021;01.01.2022;131.076,50;108.047,25;23.746,00
01.01.2022;02.01.2022;119.267,75;104.388,00;10.953,50
02.01.2022;03.01.2022;130.148,50;105.388,00;19.714,00
03.01.2022;04.01.2022;162.360,75;130.921,50;11.723,50
04.01.2022;05.01.2022;168.567,75;143.277,25;12.878,75
05.01.2022;06.01.2022;172.599,25;143.258,50;18.121,00
06.01.2022;07.01.2022;147.944,75;137.247,25;13.579,25
07.01.2022;08.01.2022;167.794,25;152.663,25;15.377,25
08.01.2022;09.01.2022;153.360,25;129.531,25;10.465,00
09.01.2022;10.01.2022;146.037,00;121.378,50;16.150,50
10.01.2022;11.01.2022;191.504,25;185.303,00;7.532,50
11.01.2022;12.01.2022;198.948,50;189.851,75;11.687,50
12.01.2022;13.01.2022;202.470,00;190.774,00;9.359,25
13.01.2022;14.01.2022;203.844,75;190.507,50;12.002,00
14.01.2022;15.01.2022;197.707,75;184.129,00;13.672,75
15.01.2022;16.01.2022;164.438,25;154.360,00;6.648,50
16.01.2022;17.01.2022;154.139,75;141.301,25;12.888,50
17.01.2022;18.01.2022;200.428,75;182.136,50;15.338,00
18.01.2022;19.01.2022;202.808,75;193.674,00;8.062,00
19.01.2022;20.01.2022;203.333,25;178.549,00;16.090,25
20.01.2022;21.01.2022;206.277,25;182.497,50;13.059,50
21.01.2022;22.01.2022;203.621,25;186.750,50;12.137,00
22.01.2022;23.01.2022;167.916,25;155.242,00;14.314,50
23.01.2022;24.01.2022;151.902,00;145.489,50;11.771,25
24.01.2022;25.01.2022;198.193,25;182.141,25;7.689,75
25.01.2022;26.01.2022;205.436,75;195.781,25;7.666,75
26.01.2022;27.01.2022;210.469,25;202.276,50;7.826,75
27.01.2022;28.01.2022;209.423,50;194.757,50;11.435,75
28.01.2022;29.01.2022;202.625,50;180.081,75;13.788,50
29.01.2022;30.01.2022;170.156,50;138.534,50;18.932,25
30.01.2022;31.01.2022;151.846,75;121.264,00;20.773,25
31.01.2022;01.02.2022;203.556,50;171.350,75;9.840,50
01.02.2022;02.02.2022;210.974,00;181.647,00;12.519,25
02.02.2022;03.02.2022;205.360,50;176.817,50;23.404,50
03.02.2022;04.02.2022;198.699,25;185.892,25;7.509,75
04.02.2022;05.02.2022;197.119,50;171.095,00;11.718,00
05.02.2022;06.02.2022;162.819,25;129.041,50;13.638,25
06.02.2022;07.02.2022;155.597,50;121.488,25;19.566,00
07.02.2022;08.02.2022;202.200,00;170.945,25;14.602,50
08.02.2022;09.02.2022;202.281,50;173.365,25;17.311,00
09.02.2022;10.02.2022;196.966,75;171.907,75;14.931,00
10.02.2022;11.02.2022;197.431,75;165.726,75;6.630,25
11.02.2022;12.02.2022;197.076,25;171.868,00;12.716,25
12.02.2022;13.02.2022;164.746,25;136.143,75;14.055,00
13.02.2022;14.02.2022;148.322,25;112.291,50;23.534,00
14.02.2022;15.02.2022;196.340,25;169.733,50;14.319,25
15.02.2022;16.02.2022;200.903,75;179.609,00;11.399,25
16.02.2022;17.02.2022;204.243,00;165.717,25;11.783,25
17.02.2022;18.02.2022;193.700,25;148.362,00;13.983,75
18.02.2022;19.02.2022;190.956,75;153.455,50;8.419,50
19.02.2022;20.02.2022;156.070,75;109.946,75;23.741,75
20.02.2022;21.02.2022;146.709,00;104.819,75;15.176,00
21.02.2022;22.02.2022;195.262,50;153.356,25;11.934,75
22.02.2022;23.02.2022;198.704,25;161.021,00;15.012,00
23.02.2022;24.02.2022;193.885,50;163.945,00;13.584,00
24.02.2022;25.02.2022;193.672,50;159.098,50;11.819,25
25.02.2022;26.02.2022;194.491,00;161.335,25;15.817,75
26.02.2022;27.02.2022;158.145,75;136.714,50;9.493,50
27.02.2022;28.02.2022;146.290,00;101.257,25;20.557,25
28.02.2022;01.03.2022;188.012,75;151.649,25;10.809,50
01.03.2022;02.03.2022;193.469,50;160.479,75;9.632,50
02.03.2022;03.03.2022;197.497,75;183.023,50;8.869,25
03.03.2022;04.03.2022;191.087,25;159.755,25;5.793,00
04.03.2022;05.03.2022;188.147,00;152.331,50;6.690,25
05.03.2022;06.03.2022;157.413,25;121.857,25;8.157,00
06.03.2022;07.03.2022;146.305,75;117.071,75;11.593,50
07.03.2022;08.03.2022;191.392,00;153.176,25;11.245,25
08.03.2022;09.03.2022;194.899,50;149.421,00;13.093,25
09.03.2022;10.03.2022;192.525,50;158.890,75;8.619,00
10.03.2022;11.03.2022;188.249,50;147.326,75;8.911,75
11.03.2022;12.03.2022;184.962,00;141.669,25;22.189,50
12.03.2022;13.03.2022;149.701,25;118.484,00;14.112,50
13.03.2022;14.03.2022;136.539,00;101.991,25;21.663,50
14.03.2022;15.03.2022;180.948,75;145.726,75;7.448,25
15.03.2022;16.03.2022;191.241,25;177.487,00;4.229,75
16.03.2022;17.03.2022;189.539,50;167.758,50;6.641,50
17.03.2022;18.03.2022;189.248,50;175.318,50;12.859,00
18.03.2022;19.03.2022;184.668,25;147.041,25;9.328,25
19.03.2022;20.03.2022;150.725,50;99.013,50;18.377,00
20.03.2022;21.03.2022;135.314,25;96.276,75;22.002,50
21.03.2022;22.03.2022;180.388,50;149.199,00;11.875,25
22.03.2022;23.03.2022;183.706,25;149.382,75;15.681,00
23.03.2022;24.03.2022;182.355,50;150.613,50;12.427,25
24.03.2022;25.03.2022;179.919,00;147.902,00;7.949,00
25.03.2022;26.03.2022;176.642,25;140.595,75;13.296,00
26.03.2022;27.03.2022;143.695,75;101.387,25;15.174,00
27.03.2022;28.03.2022;125.845,00;88.239,75;16.871,75
28.03.2022;29.03.2022;174.919,75;142.384,50;16.614,50
29.03.2022;30.03.2022;180.009,75;158.771,00;9.392,50
30.03.2022;31.03.2022;184.018,75;174.569,75;4.342,75
31.03.2022;01.04.2022;185.743,25;175.204,00;11.909,75
01.04.2022;02.04.2022;192.133,25;180.849,50;13.705,75
02.04.2022;03.04.2022;161.347,50;149.083,25;13.293,50
03.04.2022;04.04.2022;145.059,75;132.783,25;11.940,25
04.04.2022;05.04.2022;189.270,50;146.269,00;19.419,50
05.04.2022;06.04.2022;192.785,50;155.047,50;8.487,00
06.04.2022;07.04.2022;186.725,00;146.046,50;14.956,50
07.04.2022;08.04.2022;189.464,00;144.141,50;13.930,00
08.04.2022;09.04.2022;186.741,75;160.263,75;9.738,00
09.04.2022;10.04.2022;154.553,25;121.176,75;19.658,75
10.04.2022;11.04.2022;140.061,75;110.010,25;23.693,25
11.04.2022;12.04.2022;177.178,25;134.697,75;12.694,75
12.04.2022;13.04.2022;177.633,25;140.293,25;15.419,25
13.04.2022;14.04.2022;173.372,00;139.000,75;8.569,50
14.04.2022;15.04.2022;166.585,50;133.238,00;10.571,00
15.04.2022;16.04.2022;122.798,50;88.390,75;5.275,00
16.04.2022;17.04.2022;127.363,50;88.298,75;19.555,50
17.04.2022;18.04.2022;114.385,25;62.407,00;19.912,00
18.04.2022;19.04.2022;115.425,75;70.628,50;18.431,75
19.04.2022;20.04.2022;163.535,50;121.094,25;10.250,75
20.04.2022;21.04.2022;169.162,50;119.874,75;7.185,00
21.04.2022;22.04.2022;169.934,75;126.589,25;8.423,00
22.04.2022;23.04.2022;167.842,75;119.531,75;13.933,00
23.04.2022;24.04.2022;140.326,00;108.758,75;18.625,00
24.04.2022;25.04.2022;134.300,25;113.609,00;21.445,00
25.04.2022;26.04.2022;173.555,25;151.292,50;7.047,00
26.04.2022;27.04.2022;179.988,75;159.744,50;6.890,75
27.04.2022;28.04.2022;177.343,75;147.780,00;6.212,00
28.04.2022;29.04.2022;173.589,00;127.963,00;6.022,50
29.04.2022;30.04.2022;169.950,00;134.855,25;4.319,00
30.04.2022;01.05.2022;140.621,00;123.070,25;7.425,50
01.05.2022;02.05.2022;122.249,50;96.241,00;14.638,25
02.05.2022;03.05.2022;167.113,50;133.576,25;7.866,50
03.05.2022;04.05.2022;172.470,25;140.353,25;3.931,25
04.05.2022;05.05.2022;171.842,75;144.124,75;3.321,50
05.05.2022;06.05.2022;175.673,00;155.529,75;4.950,75
06.05.2022;07.05.2022;171.953,75;146.177,00;1.871,25
07.05.2022;08.05.2022;134.641,00;99.352,25;2.641,75
08.05.2022;09.05.2022;122.281,00;89.767,00;9.415,00
09.05.2022;10.05.2022;170.565,00;128.889,75;5.549,00
10.05.2022;11.05.2022;175.136,75;138.894,75;8.813,75
11.05.2022;12.05.2022;176.312,75;123.760,00;12.651,75
12.05.2022;13.05.2022;175.373,00;130.604,50;10.358,25
13.05.2022;14.05.2022;172.481,50;138.786,75;10.907,25
14.05.2022;15.05.2022;135.530,75;93.506,75;12.702,25
15.05.2022;16.05.2022;122.097,00;77.754,50;15.141,50
16.05.2022;17.05.2022;169.385,25;135.632,00;6.014,50
17.05.2022;18.05.2022;172.455,50;133.639,00;5.757,50
18.05.2022;19.05.2022;173.571,50;127.186,25;9.200,50
19.05.2022;20.05.2022;172.588,00;126.946,50;5.139,00
20.05.2022;21.05.2022;172.388,25;126.306,50;8.164,25
21.05.2022;22.05.2022;137.146,00;90.147,50;20.840,75
22.05.2022;23.05.2022;121.472,00;83.843,75;14.577,25
23.05.2022;24.05.2022;170.222,25;135.297,75;3.468,25
24.05.2022;25.05.2022;172.211,25;138.304,00;11.645,50
25.05.2022;26.05.2022;168.029,25;130.238,00;11.712,50
26.05.2022;27.05.2022;130.133,25;92.339,25;21.623,75
27.05.2022;28.05.2022;145.697,00;105.230,50;16.878,00
28.05.2022;29.05.2022;130.552,75;90.936,00;22.027,75
29.05.2022;30.05.2022;118.617,00;87.477,50;9.125,25
30.05.2022;31.05.2022;162.961,00;122.354,50;3.547,00
31.05.2022;01.06.2022;171.390,25;134.488,75;4.785,75
01.06.2022;02.06.2022;171.119,50;131.514,50;4.151,25
02.06.2022;03.06.2022;170.353,75;132.082,75;6.720,50
03.06.2022;04.06.2022;169.577,50;138.025,00;4.731,25
04.06.2022;05.06.2022;130.630,75;98.259,75;7.830,75
05.06.2022;06.06.2022;113.783,50;81.533,25;10.100,50
06.06.2022;07.06.2022;115.496,75;79.510,75;22.023,75
07.06.2022;08.06.2022;157.001,50;126.747,00;7.734,00
08.06.2022;09.06.2022;160.649,25;125.908,25;2.262,25
09.06.2022;10.06.2022;160.800,50;124.080,00;5.557,00
10.06.2022;11.06.2022;158.555,50;118.268,50;10.821,50
11.06.2022;12.06.2022;126.163,00;84.954,00;13.988,00
12.06.2022;13.06.2022;118.371,75;77.060,50;16.960,25
13.06.2022;14.06.2022;161.591,25;117.177,25;11.807,25
14.06.2022;15.06.2022;162.956,50;118.376,25;5.597,25
15.06.2022;16.06.2022;161.341,00;116.559,00;4.250,25
16.06.2022;17.06.2022;123.354,25;79.898,75;12.996,75
17.06.2022;18.06.2022;138.743,25;95.476,50;8.619,50
18.06.2022;19.06.2022;130.119,25;87.172,50;17.723,25
19.06.2022;20.06.2022;125.194,75;75.069,50;22.035,50
20.06.2022;21.06.2022;168.310,50;129.415,00;5.676,50
21.06.2022;22.06.2022;173.434,25;134.274,00;13.245,75
22.06.2022;23.06.2022;175.153,50;158.657,50;3.510,00
23.06.2022;24.06.2022;173.497,00;132.541,75;13.296,25
24.06.2022;25.06.2022;170.319,25;136.036,75;9.204,50
25.06.2022;26.06.2022;132.146,50;89.836,25;15.277,50
26.06.2022;27.06.2022;121.640,25;80.620,25;10.773,75
27.06.2022;28.06.2022;172.747,50;138.764,75;5.243,25
28.06.2022;29.06.2022;175.492,00;141.492,00;12.465,50
29.06.2022;30.06.2022;174.768,75;144.753,25;7.363,75
30.06.2022;01.07.2022;175.220,25;137.715,50;5.658,50
01.07.2022;02.07.2022;172.153,50;147.117,50;7.822,00
02.07.2022;03.07.2022;135.207,75;88.297,00;17.452,00
03.07.2022;04.07.2022;123.175,50;76.449,25;15.972,75
04.07.2022;05.07.2022;169.129,50;134.808,25;9.618,75
05.07.2022;06.07.2022;172.267,75;131.199,00;7.513,00
06.07.2022;07.07.2022;171.680,25;128.769,25;9.266,50
07.07.2022;08.07.2022;170.151,75;142.837,75;7.592,75
08.07.2022;09.07.2022;164.657,75;122.548,50;10.873,25
09.07.2022;10.07.2022;133.947,25;98.029,75;18.336,00
10.07.2022;11.07.2022;121.900,50;83.518,25;17.306,00
11.07.2022;12.07.2022;163.468,75;130.646,13;5.990,50
12.07.2022;13.07.2022;168.459,25;127.320,50;10.468,00
13.07.2022;14.07.2022;173.464,25;137.438,50;10.426,50
14.07.2022;15.07.2022;174.332,25;129.353,38;8.334,50
15.07.2022;16.07.2022;166.829,75;126.099,25;12.614,50
16.07.2022;17.07.2022;133.874,25;91.413,75;19.936,25
17.07.2022;18.07.2022;121.806,00;76.813,75;17.235,25
18.07.2022;19.07.2022;167.636,25;127.070,25;10.843,38
19.07.2022;20.07.2022;176.348,00;129.829,25;10.595,25
20.07.2022;21.07.2022;179.596,75;137.476,13;14.501,25
21.07.2022;22.07.2022;176.013,75;138.850,50;13.899,00
22.07.2022;23.07.2022;171.830,50;130.959,50;9.195,25
23.07.2022;24.07.2022;139.279,25;106.159,75;10.822,25
24.07.2022;25.07.2022;126.030,75;87.742,75;16.871,50
25.07.2022;26.07.2022;176.985,75;130.716,75;17.843,75
26.07.2022;27.07.2022;174.602,00;136.689,75;7.358,25
27.07.2022;28.07.2022;172.605,50;138.674,25;11.735,25
28.07.2022;29.07.2022;172.450,50;129.294,75;10.434,75
29.07.2022;30.07.2022;169.238,00;142.516,00;7.987,25
30.07.2022;31.07.2022;131.599,50;91.924,00;9.293,00
31.07.2022;01.08.2022;122.020,00;88.047,00;19.630,25
01.08.2022;02.08.2022;162.870,50;129.220,25;6.102,25
02.08.2022;03.08.2022;166.999,75;129.327,00;11.976,00
03.08.2022;04.08.2022;168.291,00;129.773,75;7.741,00
04.08.2022;05.08.2022;171.904,75;132.600,75;8.876,50
05.08.2022;06.08.2022;171.358,25;131.486,25;10.626,00
06.08.2022;07.08.2022;135.070,25;99.839,00;17.503,75
07.08.2022;08.08.2022;117.391,25;72.035,00;19.616,00
08.08.2022;09.08.2022;149.299,00;106.629,75;11.838,25
09.08.2022;10.08.2022;153.556,00;105.873,75;14.128,50
10.08.2022;11.08.2022;153.816,25;100.134,50;13.361,50
11.08.2022;12.08.2022;152.488,50;101.468,00;7.493,75
12.08.2022;13.08.2022;148.648,50;100.775,50;7.666,75
13.08.2022;14.08.2022;120.631,00;77.313,00;8.201,25
14.08.2022;15.08.2022;111.196,50;72.264,00;10.923,25
15.08.2022;16.08.2022;150.246,50;112.429,75;6.932,75
16.08.2022;17.08.2022;153.654,75;118.022,50;8.454,50
17.08.2022;18.08.2022;155.157,00;128.967,00;5.679,25
18.08.2022;19.08.2022;154.916,75;132.132,75;10.010,25
19.08.2022;20.08.2022;151.483,50;137.878,00;5.929,25
20.08.2022;21.08.2022;123.412,25;97.171,50;12.549,75
21.08.2022;22.08.2022;111.773,00;74.614,75;22.449,00
22.08.2022;23.08.2022;152.765,00;115.759,50;9.939,75
23.08.2022;24.08.2022;160.151,00;123.341,25;8.923,50
24.08.2022;25.08.2022;161.517,25;122.792,00;7.843,75
25.08.2022;26.08.2022;162.318,25;124.702,00;10.301,50
26.08.2022;27.08.2022;160.384,50;132.456,25;2.674,25
27.08.2022;28.08.2022;129.424,25;115.084,00;3.665,00
28.08.2022;29.08.2022;118.092,00;91.562,25;20.365,00
29.08.2022;30.08.2022;158.785,50;123.055,00;7.167,75
30.08.2022;31.08.2022;165.273,25;131.510,75;8.293,50
31.08.2022;01.09.2022;166.978,25;146.459,25;6.551,50
01.09.2022;02.09.2022;163.417,50;133.065,50;5.927,50
02.09.2022;03.09.2022;160.877,75;116.178,25;13.164,00
03.09.2022;04.09.2022;130.750,75;105.513,25;12.331,25
04.09.2022;05.09.2022;118.091,50;87.351,50;13.174,75
05.09.2022;06.09.2022;161.848,00;130.251,75;7.837,00
06.09.2022;07.09.2022;168.731,50;143.367,00;10.851,00
07.09.2022;08.09.2022;168.253,00;136.979,00;11.846,25
08.09.2022;09.09.2022;166.316,25;132.025,25;11.808,50
09.09.2022;10.09.2022;160.120,00;125.067,25;5.621,00
10.09.2022;11.09.2022;130.735,50;99.583,25;7.742,50
11.09.2022;12.09.2022;116.557,50;88.805,25;8.233,50
12.09.2022;13.09.2022;158.045,25;125.485,00;5.708,75
13.09.2022;14.09.2022;167.139,50;141.983,50;10.547,75
14.09.2022;15.09.2022;170.058,25;143.403,25;4.948,50
15.09.2022;16.09.2022;172.527,25;150.068,25;12.964,50
16.09.2022;17.09.2022;169.576,25;150.627,00;20.684,00
17.09.2022;18.09.2022;138.663,25;105.529,50;19.805,75
18.09.2022;19.09.2022;127.317,50;91.989,75;23.681,25
19.09.2022;20.09.2022;169.032,00;137.627,00;18.615,75
20.09.2022;21.09.2022;169.713,75;145.592,75;11.808,75
21.09.2022;22.09.2022;168.650,00;134.534,00;8.347,25
22.09.2022;23.09.2022;165.960,50;128.968,25;8.368,50
23.09.2022;24.09.2022;163.537,25;133.632,50;6.885,75
24.09.2022;25.09.2022;135.758,75;123.982,25;8.873,00
25.09.2022;26.09.2022;121.913,00;109.977,75;7.536,25
26.09.2022;27.09.2022;168.657,00;140.486,75;19.345,75
27.09.2022;28.09.2022;170.840,00;134.991,25;11.627,25
28.09.2022;29.09.2022;170.620,25;149.318,25;8.109,25
29.09.2022;30.09.2022;169.641,25;156.206,75;8.497,25
30.09.2022;01.10.2022;165.099,25;146.063,50;11.812,75
01.10.2022;02.10.2022;142.704,75;113.023,50;25.234,50
02.10.2022;03.10.2022;125.440,50;104.511,00;19.814,50
03.10.2022;04.10.2022;121.464,25;99.947,25;11.833,75
